# LAMMPS data file written by OVITO Pro 3.10.1

1536 atoms
2 atom types

0.0 25.4381160736 xlo xhi
0.0 25.4381160736 ylo yhi
0.0 25.4381160736 zlo zhi

Masses

1 15.9994  # O
2 1.00794  # H

Atoms  # atomic

1 1 5.41286 10.83888 12.54678
2 2 5.93851 10.87638 13.37101804
3 2 4.55511 10.53848 12.91467804
4 1 2.1506 7.61493 4.13973
5 2 1.5287 8.15875 4.68583
6 2 1.87777 6.70316 4.09093
7 1 12.38848 4.74434 1.14533
8 2 11.44978 4.71629 1.33431
9 2 12.84463804 4.79985 2.06316
10 1 6.92586 1.23145 2.03527
11 2 6.37425 1.73307 1.38701
12 2 7.8527 1.53044 1.76285
13 1 1.32162 11.17908 11.17668
14 2 0.46078 11.32188 11.53488
15 2 1.56596 12.04058 10.79628
16 1 2.58927 7.88473 1.39024
17 2 2.51569 7.76475 2.35103
18 2 3.40446 7.5276 1.0344
19 1 4.88279 4.15662 4.40125
20 2 4.02924 3.6696 4.07011
21 2 5.55644 3.47796 4.34334
22 1 5.71813 1.42392 7.1086
23 2 6.01553 1.5296 6.16797
24 2 5.10813 0.60302 7.06931
25 1 7.3491 5.33619 7.29584
26 2 6.56212 4.71775 7.35831
27 2 6.90186 6.14398 7.04973
28 1 3.95939 5.05916 9.53825
29 2 4.2462 4.77614 8.62853
30 2 3.92876 6.02717 9.60238
31 1 11.08938 1.7594 12.18508
32 2 11.27178 0.81962 12.15908
33 2 10.50888 1.96835 11.41048
34 1 4.82121 7.88153 4.71704
35 2 3.87143 7.82968 4.72426
36 2 5.12631 7.21478 4.10076
37 1 1.29951 4.32369 9.55759
38 2 1.06323 3.96658 10.45108
39 2 2.28419 4.44108 9.57241
40 1 0.74064 0.51392 7.98894
41 2 0.85263 0.65567 8.93395
42 2 25.31843804 0.93075 7.80496
43 1 11.14818 7.46162 8.84825
44 2 10.29128 7.44024 9.33295
45 2 11.88818 7.14414 9.48448
46 1 0.56751 9.44005 5.52608
47 2 1.22104 9.92465 6.13025
48 2 25.31713804 8.92802 6.00931
49 1 9.20707 7.70511 11.08638
50 2 9.70784 8.02949 11.85898
51 2 8.91967 6.7932 11.37198
52 1 5.71668 10.29348 4.7539
53 2 5.22533 9.47973 4.71011
54 2 5.21856 11.00538 5.01582
55 1 9.50145 4.64759 1.24104
56 2 9.30624 5.36341 1.88492
57 2 8.97469 4.84054 0.44985
58 1 7.70522 9.59008 6.24304
59 2 7.41571 8.90039 6.84435
60 2 6.89489 9.92979 5.75726
61 1 8.29986 6.05032 3.2883
62 2 7.34573 6.14625 2.99368
63 2 8.63096 6.85897 3.83805
64 1 8.62738 4.00813 5.16054
65 2 8.39757 4.51298 6.00417
66 2 8.42063 4.67054 4.46169
67 1 10.21348 0.0092 3.41653
68 2 10.02824 0.76583 2.79715
69 2 9.67725 24.67023804 3.16843
70 1 8.06697 4.99731 11.91618
71 2 7.12704 5.10344 11.73488
72 2 8.35621 4.79752 10.99198
73 1 9.18472 11.39698 7.72778
74 2 8.54062 10.70948 7.38572
75 2 9.30792 12.05698 6.94295
76 1 9.56101 10.14348 2.50843
77 2 8.59055 10.38688 2.34122
78 2 9.43166 9.38077 3.10378
79 1 4.90846 4.11442 7.16293
80 2 4.91014 4.46389 6.24408
81 2 5.07476 3.14551 7.07883
82 1 11.30868 11.77938 11.93638
83 2 11.04578 11.12428 12.59488
84 2 10.96388 11.45328 11.09998
85 1 9.1511 8.27369 4.72919
86 2 9.90495 8.02871 5.40131
87 2 8.55197 8.85993 5.24309
88 1 11.18008 1.36489 7.64216
89 2 10.53838 1.02273 6.98922
90 2 11.27568 2.32793 7.47483
91 1 6.48209 8.47144 11.34018
92 2 7.42704 8.36437 11.37588
93 2 6.28539 9.34632 11.66088
94 1 2.02802 9.12502 9.53519
95 2 1.79162 9.86063 10.12506
96 2 1.49501 8.34414 9.77789
97 1 5.59718 6.09428 2.71555
98 2 5.24063 5.33054 3.10301
99 2 5.19641 6.19086 1.83693
100 1 2.35187 3.20433 3.77112
101 2 2.44229 2.75675 2.90907
102 2 2.00649 2.39372 4.31276
103 1 2.95165 10.15328 0.56348
104 2 2.63721 9.26658 0.94333
105 2 2.3146 10.46378 25.37623804
106 1 1.74406 0.957 5.3168
107 2 1.45153 0.95543 6.22931
108 2 1.10626 0.28001 4.93457
109 1 5.37503 2.25291 0.05309
110 2 4.45971 2.31206 0.43228
111 2 5.46689 1.61648 24.70023804
112 1 2.00814 10.77508 7.39034
113 2 1.80915 10.10981 8.09846
114 2 1.36283 11.48408 7.56557
115 1 4.54244 7.57384 9.53914
116 2 3.78879 8.27745 9.52222
117 2 5.14177 7.89552 10.20728
118 1 2.35968 12.25788 2.27864
119 2 1.46814 11.98528 2.61871
120 2 2.62615 11.48308 1.74714
121 1 7.18918 11.20678 2.36246
122 2 7.00144 12.15948 2.2575
123 2 6.6292 10.94308 3.09994
124 1 9.35482 0.62422 5.75004
125 2 8.42701 0.97505 5.77461
126 2 9.59738 0.58234 4.81257
127 1 9.14894 4.78751 9.24272
128 2 9.09214 3.79207 9.29089
129 2 8.58686 5.11704 8.49082
130 1 10.64028 9.01161 0.20594
131 2 10.22588 9.41401 1.04583
132 2 11.43428 8.52692 0.50353
133 1 6.94611 2.05771 4.72289
134 2 6.98755 1.66548 3.83685
135 2 7.63054 2.739 4.82604
136 1 6.06873 7.66622 7.07932
137 2 5.50965 7.63604 7.90807
138 2 5.44444 7.87841 6.33123
139 1 0.14715 11.78098 3.81902
140 2 0.13403 10.92328 4.24678
141 2 24.65773804 12.03188 3.73788
142 1 9.25857 2.17081 9.49526
143 2 8.4663 1.58056 9.4465
144 2 9.95835 1.71605 8.96684
145 1 3.90592 12.10248 5.86047
146 2 3.36058 11.67158 6.5469
147 2 3.3015 12.68138 5.36486
148 1 2.45814 0.78041 10.46458
149 2 3.43385 0.6647 10.42458
150 2 2.27508 1.68694 10.77148
151 1 2.74477 1.99511 1.31552
